"term_id","name","slug"
"1594","панахида","panahida"
"1595","свічка пам'яті","svichka-pamyati"
"1596","осередок","oseredok"
"1597","саморозпуск","samorozpusk"
"1598","Постишев","postishev"
"1599","Чубар","chubar"
"1600","голодомор 1932 1933","golodomor-1932-1933"
"1601","отець Михайло","otets-mihaylo"
"1602","УПЦ КП","upts-kp"
"1603","реквієм","rekviyem"
"1604","в","v"
"1605","бюджетники","byudzhetniki"
"1606","антимітинг","antimiting"
"1607","євромайдан","yevromaydan"
"1608","майдан","maydan"
"1609","броварчани","brovarchani"
"1610","євроінтеграція","yevrointegratsiya"
"1611","революція","revolyutsiya"
"1612","мобілізація","mobilizatsiya"
"1613","загоровка","zagorovka"
"1614","арешт","aresht"
"1615","Адміністрація Президента","administratsiya-prezidenta"
"1616","Банкова","bankova"
"1617","штурм Банкової","shturm-bankovoyi"
"1618","зниклі безвісти","znikli-bezvisti"
"1619","30 листопада","30-listopada"
"1620","офтальмологічне відділення","oftalmologichne-viddilennya"
"1621","СІЗО","sizo"
"1622","броварчанин","brovarchanin"
"1623","Штаб національного супротиву","shtab-natsionalnogo-suprotivu"
"1624","вікно","vikno"
"1625","інформаційно-мобілізаційний центр","informatsiyno-mobilizatsiyniy-tsentr"
"1626","Штаб народного супротиву","shtab-narodnogo-suprotivu"
"1627","владислав загоровка","vladislav-zagorovka"
"1628","світлана загоровка","svitlana-zagorovka"
"1629","шевченківський суд","shevchenkivskiy-sud"
"1630","семиполківська в\ч","semipolkivska-v-ch"
"1631","армія","armiya"
"1632","ВСУ","vsu"
"1633","передислокація","peredislokatsiya"
"1634","бойова готовність","boyova-gotovnist"
"1635","народне віче","narodne-viche"
"1636","розгін майдану","rozgin-maydanu"
"1637","бровіс","brovis"
"1638","Закон про доступ до публічної інформації","zakon-pro-dostup-do-publichnoyi-informatsiyi"
"1639","провайдер","provayder"
"1640","Лісовський","lisovskiy"
"1641","тітушки","titushki"
"1642","антимайдан","antimaydan"
"1643","підкуп","pidkup"
"1644","броварська районна рада","brovarska-rayonna-rada"
"1645","сесія. гарник","sesiya-garnik"
"1646","онашко","onashko"
"1647","хартанович. тиск на пресу. євромайдан","hartanovich-tisk-na-presu-yevromaydan"
"1648","литвиненнко","litvinennko"
"1649","суботник","subotnik"
"1650","єврореволюція","yevrorevolyutsiya"
"1651","державна міграційна служба","derzhavna-migratsiyna-sluzhba"
"1652","віче","viche"
"1653","журналіст","zhurnalist"
"1654","чорновол","chornovol"
"1655","правоохоронці","pravoohorontsi"
"1656","резолюція","rezolyutsiya"
"1657","відкриття","vidkrittya"
"1658","черепно-мозкова травма","cherepno-mozkova-travma"
"1659","неврологія","nevrologiya"
"1660","тетяна федоренко","tetyana-fedorenko"
"1661","урочисте відкриття","urochiste-vidkrittya"
"1662","юридичний відділ","yuridichniy-viddil"
"1663","тренінг","trening"
"1664","соціальні мережі","sotsialni-merezhi"
"1665","сергій бойко","sergiy-boyko"
"1666","києво-святошинський суд","kiyevo-svyatoshinskiy-sud"
"1667","васильківські терористи","vasilkivski-teroristi"
"1668","бурбела","burbela"
"1669","підсумки 2013","pidsumki-2013"
"1670","працевлашування","pratsevlashuvannya"
"1671","додаткові гарантії у сприянні працевлаштуванню","dodatkovi-garantiyi-u-spriyanni-pratsevlashtuvannyu"
"1672","Music Hall","music-hall"
"1673","Брагін","bragin"
"1674","військова частина","viyskova-chastina"
"1675","солдат","soldat"
"1676","вбивство","vbivstvo"
"1677","бюджет міста 2014","byudzhet-mista-2014"
"1678","хода","hoda"
"1679","петро іваненко","petro-ivanenko"
"1680","голова РДА","golova-rda"
"1681","Броварська РДА","brovarska-rda"
"1682","Бровари вставай","brovari-vstavay"
"1683","провокація","provokatsiya"
"1684","тітушка","titushka"
"1685","вибачення","vibachennya"
"1686","каяття","kayattya"
"1687","даценко","datsenko"
"1688","ультрас","ultras"
"1689","сафарі","safari"
"1690","полювання","polyuvannya"
"1691","ідентифікація","identifikatsiya"
"1692","мишко","mishko"
"1693","мельниченко","melnichenko"
"1694","попов","popov"
"1695","чудецький","chudetskiy"
"1696","підгорецький","pidgoretskiy"
"1697","погром","pogrom"
"1698","автомайдан","avtomaydan"
"1699","43 сесія","43-sesiya"
"1700","офіс ПР","ofis-pr"
"1701","громадське радіо","gromadske-radio"
"1702","Ірина Соломко","irina-solomko"
"1703","військомат","viyskomat"
"1704","бульвар Незалежності 4а","bulvar-nezalezhnosti-4a"
"1705","Шатнюк","shatnyuk"
"1706","допомога постраждалим","dopomoga-postrazhdalim"
"1707","олександр михайлов","oleksandr-mihaylov"
"1708","Гагаріна 21","gagarina-21"
"1709","оскютенко","oskyutenko"
"1710","40 сесія","40-sesiya"
"1711","народна рада","narodna-rada"
"1712","броварська народна рада","brovarska-narodna-rada"
"1713","41 сесія","41-sesiya"
"1714","42 сесія","42-sesiya"
"1715","БНР","bnr"
"1716","загиблі","zagibli"
"1717","вбита жінка","vbita-zhinka"
"1718","антоніна дворянець","antonina-dvoryanets"
"1719","блок-пост","blok-post"
"1720","постраждалі","postrazhdali"
"1721","барикада","barikada"
"1722","швидка","shvidka"
"1723","силовики","siloviki"
"1724","хроніка","hronika"
"1725","штаб самооборони","shtab-samooboroni"
"1726","відставка","vidstavka"
"1727","Телестудія","telestudiya"
"1728","недовіра","nedovira"
"1729","аліна дяченко","alina-dyachenko"
"1730","андрій качор","andriy-kachor"
"1731","розвиток бірж","rozvitok-birzh"
"1732","Проект Закону «Про товарну біржу»","proekt-zakonu-pro-tovarnu-birzhu"
"1733","розвиток економіки України","rozvitok-ekonomiki-ukrayini"
"1734","біржовий товарний ринок","birzhoviy-tovarniy-rinok"
"1735","біржова торгівля","birzhova-torgivlya"
"1736","цінові індикатори","tsinovi-indikatori"
"1737","Небесна сотня","nebesna-sotnya"
"1738","прибирання","pribirannya"
"1739","день онлайн","den-onlayn"
"1740","хронологія","hronologiya"
"1741","нарожна рада","narozhna-rada"
"1742","андєєв","andyeyev"
"1743","валігура","valigura"
"1744","лисенко микола","lisenko-mikola"
"1745","військкомат","viyskkomat"
"1746","військовий комісаріат","viyskoviy-komisariat"
"1747","добровольці","dobrovoltsi"
"1748","крим","krim"
"1749","відпустка","vidpustka"
"1750","флеш-моб","flesh-mob"
"1751","майбутнє проти війни","maybutnye-proti-viyni"
"1752","діти проти війни","diti-proti-viyni"
"1753","флешмоб","fleshmob"
"1754","шандра","shandra"
"1755","губернатор","gubernator"
"1756","облдержадміністрація","oblderzhadministratsiya"
"1757","200-річчя","200-richchya"
"1758","максименко","maksimenko"
"1759","дворянець антоніна","dvoryanets-antonina"
"1760","микола лисенко","mikola-lisenko"
"1761","слідство","slidstvo"
"1762","досудове","dosudove"
"1763","суддя пошкурлат","suddya-poshkurlat"
"1764","депутат заєць","deputat-zayets"
"1765","броварський побуткомбінат","brovarskiy-pobutkombinat"
"1766","військова частина А2299","viyskova-chastina-a2299"
"1767","секретар","sekretar"
"1768","люстрація","lyustratsiya"
"1769","військова підготовка","viyskova-pidgotovka"
"1770","броварська самооборона","brovarska-samooborona"
"1771","білий молот","biliy-molot"
"1772","пост ДАІ","post-dai"
"1773","розстріл","rozstril"
"1774","Аваков","avakov"
"1775","Правий сектор","praviy-sektor"
"1776","петро гаджа","petro-gadzha"
"1777","гоголів","gogoliv"
"1778","ліс","lis"
"1779","чистота","chistota"
"1780","парламент","parlament"
"1781","прапор","prapor"
"1782","війна","viyna"
"1783","цивільна оборона","tsivilna-oborona"
"1784","рекомендації","rekomendatsiyi"
"1785","збір продуктів","zbir-produktiv"
"1786","кухня","kuhnya"
"1787","Шуб","shub"
"1788","інспектор","inspektor"
"1789","звільнили","zvilnili"
"1790","Нікітенко","nikitenko"
"1791","радикали","radikali"
"1792","підпримці","pidprimtsi"
"1793","роман сімутін","roman-simutin"
"1794","біженці","bizhentsi"
"1795","масажист азарова","masazhist-azarova"
"1796","сергій федоренко","sergiy-fedorenko"
"1797","басейн схід","baseyn-shid"
"1798","програма гроші","programa-groshi"
"1799","булатов","bulatov"
"1800","олег тягнибок","oleg-tyagnibok"
"1801","зробимо місто чистим","zrobimo-misto-chistim"
"1802","секретар міської ради","sekretar-miskoyi-radi"
"1803","панчиняк","panchinyak"
"1804","лаба","laba"
"1805","лесюк","lesyuk"
"1806","левчук","levchuk"
"1807","християнські общини","hristiyanski-obshhini"
"1808","тягнибок","tyagnibok"
"1809","вибори Президента","vibori-prezidenta"
"1810","виборча кампанія","viborcha-kampaniya"
"1811","бреус","breus"
"1812","директор басейну","direktor-baseynu"
"1813","вимоги","vimogi"
"1814","доступ до інформації","dostup-do-informatsiyi"
"1815","путін","putin"
"1816","антиокупаційний марш","antiokupatsiyniy-marsh"
"1817","ланцюг єднання","lantsyug-yednannya"
"1818","газ","gaz"
"1819","тарасов","tarasov"
"1820","онлайн-голосування","onlayn-golosuvannya"
"1821","кершков","kershkov"
"1822","долінін","dolinin"
"1823","чабанюк","chabanyuk"
"1824","вибори 2014","vibori-2014"
"1825","масажист","masazhist"
"1826","ФК ""Бровари""","fk-brovari"
"1827","чемпіонат Київської області з футболу","chempionat-kiyivskoyi-oblasti-z-futbolu"
"1828","ФК ""Бориспіль""","fk-borispil"
"1829","ланцюг єдності","lantsyug-yednosti"
"1830","гімн України","gimn-ukrayini"
"1831","присяга","prisyaga"
"1832","біженці з криму","bizhentsi-z-krimu"
"1833","Діти для дітей","diti-dlya-ditey"
"1834","генплан","genplan"
"1835","броваритепловодоенегрія","brovariteplovodoenegriya"
"1836","київоблгаз","kiyivoblgaz"
"1837","45 чергова сесія","45-chergova-sesiya"
"1838","дуптати","duptati"
"1839","диверсанти","diversanti"
"1840","8 травня","8-travnya"
"1841","День примирення","den-primirennya"
"1842","Друга світова","druga-svitova"
"1843","георгіївська стрічка","georgiyivska-strichka"
"1844","9 травня","9-travnya"
"1845","гімназія імені Олійника","gimnaziya-imeni-oliynika"
"1846","зееландія","zeelandiya"
"1847","велотуристичні змагання","veloturistichni-zmagannya"
"1848","провокації","provokatsiyi"
"1849","сепаратисти","separatisti"
"1850","терористи","teroristi"
"1851","демократія","demokratiya"
"1852","сепаратизм","separatizm"
"1853","адам косякевич","adam-kosyakevich"
"1854","громадські активісти","gromadski-aktivisti"
"1855","начальник міліції","nachalnik-militsiyi"
"1856","Голомша","golomsha"
"1857","обговорення кандидатур","obgovorennya-kandidatur"
"1858","кандидат","kandidat"
"1859","кандидат в Президента","kandidat-v-prezidenta"
"1860","виборча кампанія 2014","viborcha-kampaniya-2014"
"1861","Петро Порошенко","petro-poroshenko"
"1862","український марш","ukrayinskiy-marsh"
"1863","ОНУМ","onum"
"1864","броварська молодь","brovarska-molod"
"1865","сергій василюк","sergiy-vasilyuk"
"1866","тінь сонця","tin-sontsya"
"1867","Друга світова війна","druga-svitova-viyna"
"1868","вандали","vandali"
"1869","зотов","zotov"
"1870","рожков","rozhkov"
"1871","День пам'яті","den-pamyati"
"1872","формат","format"
"1873","ідеї","ideyi"
"1874","Луценко","lutsenko"
"1875","Плач Єремії","plach-yeremiyi"
"1877","відділ ведення держреєстру виборців","viddil-vedennya-derzhreyestru-vibortsiv"
"1878","запрошення на вибори","zaproshennya-na-vibori"
"1879","вибори Президента 2014","vibori-prezidenta-2014"
"1880","Люстраційний комітет","lyustratsiyniy-komitet"
"1881","Соболєв","sobolyev"
"1882","прохзд","prohzd"
"1883","громадський транспорт","gromadskiy-transport"
"1884","прокурор","prokuror"
"1885","бічевий","bicheviy"
"1886","Фельдмана","feldmana"
"1887","овк 98","ovk-98"
"1888","Турчинов","turchinov"
"1889","лариса теплюк","larisa-teplyuk"
"1890","заборона продажу алкоголю","zaborona-prodazhu-alkogolyu"
"1891","обмеження продажу алкоголю","obmezhennya-prodazhu-alkogolyu"
"1892","Кукшин","kukshin"
"1893","Козлов","kozlov"
"1894","представлення","predstavlennya"
"1895","смикола лисенко","smikola-lisenko"
"1896","день дітей","den-ditey"
"1897","день захисту дітей","den-zahistu-ditey"
"1898","вакансія","vakansiya"
"1899","народний контроль","narodniy-kontrol"
"1900","юрист","yurist"
"1901","броварський народний контроль","brovarskiy-narodniy-kontrol"
"1902","подорожчання","podorozhchannya"
"1903","бровари-київ","brovari-kiyiv"
"1904","броварська районна державна адміністрація","brovarska-rayonna-derzhavna-administratsiya"
"1905","Костянтин Бондарє","kostyantin-bondarye"
"1906","Юрій Плакся","yuriy-plaksya"
"1907","медицина","meditsina"
"1908","хабар","habar"
"1909","хабарництво","habarnitstvo"
"1910","котельні","kotelni"
"1911","альтернативні види палива","alternativni-vidi-paliva"
"1912","фелікс трейд","feliks-treyd"
"1913","подорожі","podorozhi"
"1914","автостоп","avtostop"
"1915","єврова","yevrova"
"1916","мадрівки","madrivki"
"1917","батальйон Азов","batalyon-azov"
"1918","Дмитро Лінько","dmitro-linko"
"1919","смерть терористам","smert-teroristam"
"1920","Маріуполь. Бровари","mariupol-brovari"
"1921","тепловізор","teplovizor"
"1922","русалонька","rusalonka"
"1923","плахов","plahov"
"1924","старий центр","stariy-tsentr"
"1925","кав'ярня два зерна","kavyarnya-dva-zerna"
"1926","соломський","solomskiy"
"1927","земельний скандал","zemelniy-skandal"
"1928","Павло Різаненко","pavlo-rizanenko"
"1929","Держземагенство","derzhzemagenstvo"
"1930","світ","svit"
"1931","два автостопщика","dva-avtostopshhika"
"1932","Богдан Місюренко","bogdan-misyurenko"
"1933","Анна Думанська","anna-dumanska"
"1934","демальянс","demalyans"
"1935","кошель","koshel"
"1936","курченко","kurchenko"
"1937","котельня","kotelnya"
"1938","ветек","vetek"
"1939","комунальні послуги","komunalni-poslugi"
"1940","військові","viyskovi"
"1941","схід","shid"
"1942","координаційний центр допомоги броварським військовим","koordinatsiyniy-tsentr-dopomogi-brovarskim-viyskovim"
"1943","АТО","ato"
"1944","бронежилети","bronezhileti"
"1945","амуніція","amunitsiya"
"1946","спорядження","sporyadzhennya"
"1947","Смерть ворогам","smert-vorogam"
"1948","завод порошкової металургії","zavod-poroshkovoyi-metalurgiyi"
"1949","царьов","tsarov"
"1950","пісоцький","pisotskiy"
"1951","держказначейство","derzhkaznacheystvo"
"1952","жадан","zhadan"
"1953","савоста","savosta"
"1954","алєшко","alyeshko"
"1955","отрох","otroh"
"1956","мегамарш вишиванок","megamarsh-vishivanok"
"1957","гаврищук","gavrishhuk"
"1958","дошки","doshki"
"1959","стенди","stendi"
"1960","андрусів","andrusiv"
"1961","Віктор Андрусів","viktor-andrusiv"
"1962","безкоштовна земля","bezkoshtovna-zemlya"
"1963","дворянець","dvoryanets"
"1964","порошковий","poroshkoviy"
"1965","колесников","kolesnikov"
"1966","банкрутство","bankrutstvo"
"1967","затримка зарплат","zatrimka-zarplat"
"1968","російські танки","rosiyski-tanki"
"1969","оборонка","oboronka"
"1970","танцювальний флеш-моб","tantsyuvalniy-flesh-mob"
"1971","євген карпенко","yevgen-karpenko"
"1972","нове місто","nove-misto"
"1973","організація незалежної броварської молоді","organizatsiya-nezalezhnoyi-brovarskoyi-molodi"
"1974","кизим","kizim"
"1975","мандат","mandat"
"1976","ВКБ","vkb"
"1977","Вісник державних закупівель","visnik-derzhavnih-zakupivel"
"1978","броварська міська рда","brovarska-miska-rda"
"1979","русалка","rusalka"
"1980","жовто-блакитний","zhovto-blakitniy"
"1981","фітнес","fitnes"
"1982","оздоровчі послуги","ozdorovchi-poslugi"
"1983","здоровий спосіб життя","zdoroviy-sposib-zhittya"
"1984","торги","torgi"
"1985","бровариінвестбуд","brovariinvestbud"
"1986","лот","lot"
"1987","коктейлі Молотова","kokteyli-molotova"
"1988","ігрові автомати","igrovi-avtomati"
"1989","Лото клуб","loto-klub"
"1990","зустріч","zustrich"
"1991","однодумці","odnodumtsi"
"1992","меч справедливості","mech-spravedlivosti"
"1993","переселенці","pereselentsi"
"1994","краматорськ","kramatorsk"
"1995","допомога броварським військовим","dopomoga-brovarskim-viyskovim"
"1996","Мегамаркет","megamarket"
"1997","благодійний концерт","blagodiyniy-kontsert"
"1998","мго сокіл","mgo-sokil"
"1999","ремонт доріг","remont-dorig"
"2000","лагунової","lagunovoyi"
"2001","ямковий ремонт","yamkoviy-remont"
"2002","проїзд","proyizd"
"2003","броварська прокуратура","brovarska-prokuratura"
"2004","микола гарник","mikola-garnik"
"2005","звіт за півроку","zvit-za-pivroku"
"2006","підприємці","pidpriyemtsi"
"2007","тиск податкової","tisk-podatkovoyi"
"2008","Броварська ОДПІ","brovarska-odpi"
"2009","46 чергова сесія","46-chergova-sesiya"
"2010","слов'янськ","slovyansk"
"2011","вул. Козацька","vul-kozatska"
"2012","броварська податкова інспекці","brovarska-podatkova-inspektsi"
"2013","київська обласна прокуратура","kiyivska-oblasna-prokuratura"
"2014","броварська податкова","brovarska-podatkova"
"2015","Ірина Куліш","irina-kulish"
"2016","Ігор Сапожко","igor-sapozhko"
"2017","Олег Кищук","oleg-kishhuk"
"2018","пропаганда","propaganda"
"2019","повіяв вітер степовий","poviyav-viter-stepoviy"
"2020","веломісто","velomisto"
"2021","еко-місто","eko-misto"
"2022","безпечне місто","bezpechne-misto"
"2023","депутаські комісії","deputaski-komisiyi"
"2024","графік комісій","grafik-komisiy"
"2025","незаконний продаж","nezakonniy-prodazh"
"2026","алкоголь","alkogol"
"2027","каган","kagan"
"2028","атлант","atlant"
"2029","допомога військовим","dopomoga-viyskovim"
"2030","нові однокласники","novi-odnoklasniki"
"2031","1 вересня","1-veresnya"
"2032","коворкінг","kovorking"
"2033","водопостачання та водовідведення","vodopostachannya-ta-vodovidvedennya"
"2034","БНВО","bnvo"
"2035","Ткачук","tkachuk"
"2036","Ткачук Ірина","tkachuk-irina"
"2037","громадське телебачення","gromadske-telebachennya"
"2038","микола клименко","mikola-klimenko"
"2039","борис писаренко","boris-pisarenko"
"2040","григорій розум","grigoriy-rozum"
"2041","ГУ МВС України у Київській області","gu-mvs-ukrayini-u-kiyivskiy-oblasti"
"2042","микола смірнов","mikola-smirnov"
"2043","правила утримання тварин","pravila-utrimannya-tvarin"
"2044","благодійний ярмарок","blagodiyniy-yarmarok"
"2045","Валентина Бондаренко","valentina-bondarenko"
"2046","діти військових","diti-viyskovih"
"2047","земельний відділ","zemelniy-viddil"
"2048","Гудименко","gudimenko"
"2049","благодійність","blagodiynist"
"2050","турнір","turnir"
"2051","вечірка","vechirka"
"2052","рейтинг","reyting"
"2053","кращі міста України","krashhi-mista-ukrayini"
"2054","Фокус","fokus"
"2055","велосипед","velosiped"
"2056","велотранспорт","velotransport"
"2057","велоінфраструктура","veloinfrastruktura"
"2058","об'єднання незалежної української молоді","obyednannya-nezalezhnoyi-ukrayinskoyi-molodi"
"2059","живий ланцюг","zhiviy-lantsyug"
"2060","АК-47","ak-47"
"2061","АК-102","ak-102"
"2062","Фестиваль краси","festival-krasi"
"2063","благодійний футбольний турнір","blagodiyniy-futbolniy-turnir"
"2064","примальня","primalnya"
"2065","допомога АТО","dopomoga-ato"
"2066","учасник бойових дій","uchasnik-boyovih-diy"
"2067","громадська приймальня","gromadska-priymalnya"
"2068","день Прапору","den-praporu"
"2069","день Незалежносты","den-nezalezhnostyi"
"2070","Дарницька РДА","darnitska-rda"
"2071","Концепція парку","kontseptsiya-parku"
"2072","договір оренди","dogovir-orendi"
"2073","меморіал","memorial"
"2074","розмарин","rozmarin"
"2075","ремонт дороги","remont-dorogi"
"2076","вул. Київська","vul-kiyivska"
"2077","рукоділля","rukodillya"
"2078","Школа громадського активіста","shkola-gromadskogo-aktivista"
"2079","бічевой","bichevoy"
"2080","броваритепловоденергія","brovariteplovodenergiya"
"2081","благодійний концерт в підтримку армій","blagodiyniy-kontsert-v-pidtrimku-armiy"
"2082","віталій козловський","vitaliy-kozlovskiy"
"2083","урочистості","urochistosti"
"2084","негозінський","negozinskiy"
"2085","стрес","stres"
"2086","Наталія Малярова","nataliya-malyarova"
"2087","збір коштів","zbir-koshtiv"
"2088","ватники","vatniki"
"2089","солідарність","solidarnist"
"2090","парламентські вибори 2014","parlamentski-vibori-2014"
"2091","консультативна рада","konsultativna-rada"
"2092","Багнюк","bagnyuk"
"2093","РЕМ","rem"
"2094","Карпенко","karpenko"
"2095","економія","ekonomiya"
"2096","IceBucketChallenge","icebucketchallenge"
"2097","естафета","estafeta"
"2098","національний прапор","natsionalniy-prapor"
"2099","патріотизм","patriotizm"
"2100","психологія","psihologiya"
"2102","26 жовтня","26-zhovtnya"
"2103","26 жовтня 2014 року","26-zhovtnya-2014-roku"
"2105","броварська міжрайонна прокуратура","brovarska-mizhrayonna-prokuratura"
"2106","генпрокуратура","genprokuratura"
"2107","звільнення","zvilnennya"
"2108","спецпроект","spetsproekt"
"2109","вибо","vibo"
"2110","лист","list"
"2111","лист солдату","list-soldatu"
"2112","Ваня","vanya"
"2113","позачергові вибори","pozachergovi-vibori"
"2114","порядок денний","poryadok-denniy"
"2115","Дякую тобі","dyakuyu-tobi"
"2116","Відеопроект","videoproekt"
"2117","вулична кампанія","vulichna-kampaniya"
"2118","дебальцеве","debaltseve"
"2119","батальйон ""КИївська Русь""","batalyon-kiyivska-rus"
"2120","11 батальйон територіальної оборони","11-batalyon-teritorialnoyi-oboroni"
"2121","25 батальйон","25-batalyon"
"2122","овк 97","ovk-97"
"2123","97 округ","97-okrug"
"2124","центральна виборча комісія","tsentralna-viborcha-komisiya"
"2125","аерофлешмоб","aerofleshmob"
"2126","сергій крижанівський","sergiy-krizhanivskiy"
"2127","альпінізм","alpinizm"
"2128","небесні ліхтарики","nebesni-lihtariki"
"2129","грань","gran"
"2130","екстрим-клуб грань","ekstrim-klub-gran"
"2131","бомбосховища","bomboshovishha"
"2132","порятунок","poryatunok"
"2133","день міста Бровари","den-mista-brovari"
"2134","велозмагання","velozmagannya"
"2135","велосипедні змагання","velosipedni-zmagannya"
"2136","багумт","bagumt"
"2137","дякуємо героям","dyakuyemo-geroyam"
"2138","центральна вибррча комісія","tsentralna-vibrrcha-komisiya"
"2139","Гонгадзе","gongadze"
"2140","пам'ять","pamyat"
"2141","рух Чесно","ruh-chesno"
"2142","Олефіренко","olefirenko"
"2143","Генеральний план Броварів","generalniy-plan-brovariv"
"2144","коломієць","kolomiyets"
"2145","маховський","mahovskiy"
"2146","пінчук","pinchuk"
"2147","стасюк","stasyuk"
"2148","стельмах","stelmah"
"2149","квадрокоптер","kvadrokopter"
"2150","безпілотник","bezpilotnik"
"2151","Олег Лісогор","oleg-lisogor"
"2152","Андрій Мельник","andriy-melnik"
"2153","перешкоджання журналістам","pereshkodzhannya-zhurnalistam"
"2154","дідескул","dideskul"
"2155","зникнення печаток ДВК","zniknennya-pechatok-dvk"
"2156","роман олефіренко","roman-olefirenko"
"2157","Павельєв","pavelyev"
"2158","Ляшко","lyashko"
"2159","Радикальна партія","radikalna-partiya"
"2160","вила напоготові","vila-napogotovi"
"2161","Україна починається з корови","ukrayina-pochinayetsya-z-korovi"
"2162","Фещун","feshhun"
"2163","георгіївські стрічки","georgiyivski-strichki"
"2164","діалог з громадою","dialog-z-gromadoyu"
"2165","Найєм","nayyem"
"2166","Баришівський район","barishivskiy-rayon"
"2167","мажоритарники округу 97","mazhoritarniki-okrugu-97"
"2168","сміттєвий бак","smittyeviy-bak"
"2169","порядін","poryadin"
"2170","TrashBucketChallenge","trashbucketchallenge"
"2171","гриценко","gritsenko"
"2172","партія гриценка","partiya-gritsenka"
"2173","список партії","spisok-partiyi"
"2174","Мустафа Найєм","mustafa-nayyem"
"2175","Сергій Лещенко","sergiy-leshhenko"
"2176","Світлана заліщук","svitlana-zalishhuk"
"2177","блок Петра Порошенка","blok-petra-poroshenka"
"2178","фонд розвитку громад Лівобережна Київщина","fond-rozvitku-gromad-livoberezhna-kiyivshhina"
"2179","конкурс з англійської мови","konkurs-z-angliyskoyi-movi"
"2180","садовий","sadoviy"
"2181","самопоміч","samopomich"
"2182","наконечний","nakonechniy"
"2183","адимінресурс","adiminresurs"
"2184","Кукоз","kukoz"
"2185","Бабенко","babenko"
"2186","довірені особи","dovireni-osobi"
"2187","Марш героїв","marsh-geroyiv"
"2188","Рубрика ""Люди""","rubrika-lyudi"
"2189","броварський парк","brovarskiy-park"
"2190","литвиненко","litvinenko"
"2191","новікова","novikova"
"2192","андрєєв. пуцова","andryeyev-putsova"
"2193","поалько","poalko"
"2194","дозорець","dozorets"
"2195","дільничні виборчі комісії","dilnichni-viborchi-komisiyi"
"2196","коордцентр","koordtsentr"
"2197","відновлення","vidnovlennya"
"2198","громадянська позиція","gromadyanska-pozitsiya"
"2199","Андрій Повар","andriy-povar"
"2200","мир","mir"
"2201","канікули","kanikuli"
"2202","зимові канікули","zimovi-kanikuli"
"2203","скасування канікул","skasuvannya-kanikul"
"2204","Дмитро Стретович","dmitro-stretovich"
"2205","соціальний ролик","sotsialniy-rolik"
"2206","день тиші","den-tishi"
"2207","парламентські вибори","parlamentski-vibori"
"2208","благодійний турнір","blagodiyniy-turnir"
"2209","фк маестро","fk-maestro"
"2210","лілія гордая","liliya-gordaya"
"2211","лілія новрузова","liliya-novruzova"
"2212","явка","yavka"
"2213","явка виборців","yavka-vibortsiv"
"2214","архів марафону","arhiv-marafonu"
"2215","діти-переселенці","diti-pereselentsi"
"2216","Андрій Саук","andriy-sauk"
"2217","міліція Київської області","militsiya-kiyivskoyi-oblasti"
"2218","Геращенко","gerashhenko"
"2219","Закон про очищення влади","zakon-pro-ochishhennya-vladi"
"2220","Троян","troyan"
"2221","сафронов","safronov"
"2222","тепло","teplo"
"2223","енергозбереження","energozberezhennya"
"2224","перекриття вулиці","perekrittya-vulitsi"
"2225","лідія стрельченко","lidiya-strelchenko"
"2226","андрій балабаєв","andriy-balabayev"
"2227","відвідуваність","vidviduvanist"
"2228","аукціон побачень","auktsion-pobachen"
"2229","благодійна акція","blagodiyna-aktsiya"
"2230","вмго сокіл","vmgo-sokil"
"2231","лічильник","lichilnik"
"2232","ресурсний центр осбб","resursniy-tsentr-osbb"
"2233","голубка миру","golubka-miru"
"2234","поліщук","polishhuk"
"2235","техенерготрейд","tehenergotreyd"
"2236","гунько","gunko"
"2237","мостіпан","mostipan"
"2238","рєзвая","ryezvaya"
"2239","РПЦ","rpts"
"2240","95 гектарів","95-gektariv"
"2241","оборудка","oborudka"
"2242","річниця","richnitsya"
"2243","Революція гідності","revolyutsiya-gidnosti"
"2244","Кравцов","kravtsov"
"2245","амбулаторія","ambulatoriya"
"2246","головний лікар","golovniy-likar"
"2247","сімейна медицина","simeyna-meditsina"
"2248","Вікіпедія","vikipediya"
"2249","броварський МВ","brovarskiy-mv"
"2250","яремчук","yaremchuk"
"2251","контроль","kontrol"
"2252","Фора","fora"
"2253","юристи","yuristi"
"2254","правники","pravniki"
"2255","право","pravo"
"2256","фільм","film"
"2257","відеохроніки","videohroniki"
"2258","заступник начальника міліції","zastupnik-nachalnika-militsiyi"
"2259","скидан","skidan"
"2260","хроніки революції","hroniki-revolyutsiyi"
"2261","вшанування пам'яті жертв голодомору","vshanuvannya-pamyati-zhertv-golodomoru"
"2262","дитячі майданчики","dityachi-maydanchiki"
"2264","лічильники","lichilniki"
"2265","листя","listya"
"2266","спалювання","spalyuvannya"
"2267","торф","torf"
"2268","горіння","gorinnya"
"2269","дим","dim"
"2270","повітря","povitrya"
"2271","дихати","dihati"
"2272","адмінбудинок","adminbudinok"
"2273","будівля","budivlya"
"2274","замінування","zaminuvannya"
"2275","вибухівка","vibuhivka"
"2276","50 чергова сесія","50-chergova-sesiya"
"2277","Бровари без парканів","brovari-bez-parkaniv"
"2278","трц термінал","trts-terminal"
"2279","чергова сесія","chergova-sesiya"
"2280","відключення електроенергії","vidklyuchennya-elektroenergiyi"
"2281","броварський РЕМ","brovarskiy-rem"
